label,ball_pos_x,ball_pos_y,ball_speed,ball_dir_x,ball_dir_y,left_paddle_pos_y,right_paddle_pos_y,left_paddle_move,right_paddle_move
1,320,200,120,-1,0,323.031982,190.983749,1,1
1,309.475403,200,120,-1,0,305.490997,208.52475,1,2
1,308.84436,200,120,-1,0,304.43924,208.52475,1,0
1,308.84436,200,120,-1,0,304.43924,208.52475,1,0
1,308.84436,200,120,-1,0,304.43924,208.52475,1,0
1,308.34436,200,120,-1,0,303.605896,208.52475,1,0
1,307.944366,200,120,-1,0,302.93924,208.52475,1,0
1,306.84436,200,120,-1,0,301.105896,208.52475,1,0
1,305.069641,200,120,-1,0,298.148041,208.52475,1,0
1,303.023041,200,120,-1,0,294.73703,208.52475,1,0
1,301.185242,200,120,-1,0,291.674042,208.52475,1,0
1,299.223358,200,120,-1,0,288.404236,208.52475,1,0
1,297.188049,200,120,-1,0,285.012024,208.52475,1,0
1,295.071838,200,120,-1,0,281.485016,208.52475,1,0
1,293.076843,200,120,-1,0,278.160004,208.52475,1,0
1,291.056641,200,120,-1,0,274.792999,208.52475,1,0
1,289.066681,200,120,-1,0,271.47641,208.52475,1,0
1,287.010712,200,120,-1,0,268.049805,208.52475,1,0
1,285.073669,200,120,-1,0,264.821411,208.52475,1,0
1,283.030426,200,120,-1,0,261.416016,208.52475,1,0
1,281.012878,200,120,-1,0,258.053406,208.52475,1,0
1,279.012878,200,120,-1,0,254.720078,208.52475,1,0
1,277.012878,200,120,-1,0,251.386749,208.52475,1,0
1,275.012878,200,120,-1,0,248.053421,208.52475,1,0
1,273.012878,200,120,-1,0,244.720093,208.52475,1,0
1,271.012878,200,120,-1,0,241.386765,208.52475,1,0
1,269.012878,200,120,-1,0,238.053436,208.52475,1,0
1,266.952728,200,120,-1,0,234.619843,208.52475,1,0
1,264.952728,200,120,-1,0,231.286514,208.52475,1,0
1,262.952728,200,120,-1,0,227.953186,208.52475,1,0
1,260.952728,200,120,-1,0,224.619858,208.52475,1,0
1,258.952728,200,120,-1,0,221.28653,208.52475,1,0
1,256.892517,200,120,-1,0,217.852859,208.52475,1,0
1,254.892517,200,120,-1,0,214.519531,208.52475,1,0
1,252.892517,200,120,-1,0,211.186203,208.52475,1,0
1,250.892517,200,120,-1,0,207.852875,208.52475,1,0
1,248.892517,200,120,-1,0,207.852875,208.52475,0,0
1,246.892517,200,120,-1,0,207.852875,208.52475,0,0
1,244.892517,200,120,-1,0,207.852875,208.52475,0,0
1,242.892517,200,120,-1,0,207.852875,208.52475,0,0
1,240.892517,200,120,-1,0,207.852875,208.52475,0,0
1,238.892517,200,120,-1,0,207.852875,208.52475,0,0
1,236.892517,200,120,-1,0,207.852875,208.52475,0,0
1,234.892517,200,120,-1,0,207.852875,208.52475,0,0
1,232.892517,200,120,-1,0,207.852875,208.52475,0,0
1,230.892517,200,120,-1,0,207.852875,208.52475,0,0
1,228.892517,200,120,-1,0,207.852875,208.52475,0,0
1,226.892517,200,120,-1,0,207.852875,208.52475,0,0
