label,ball_pos_x,ball_pos_y,ball_speed,ball_dir_x,ball_dir_y,left_paddle_pos_y,right_paddle_pos_y,left_paddle_move,right_paddle_move
1,320,200,120,1,0,202.820129,312.877441,1,1
1,324.329468,200,120,1,0,202.820129,305.661682,0,1
1,326.329468,200,120,1,0,202.820129,302.328339,0,1
1,326.498657,200,120,1,0,202.820129,302.046326,0,1
1,328.468811,200,120,1,0,202.820129,298.762726,0,1
1,330.468811,200,120,1,0,202.820129,295.429382,0,1
1,332.468811,200,120,1,0,202.820129,292.096039,0,1
1,334.468811,200,120,1,0,202.820129,288.762695,0,1
1,336.468811,200,120,1,0,202.820129,285.429352,0,1
1,338.468811,200,120,1,0,202.820129,282.096008,0,1
1,340.468811,200,120,1,0,202.820129,278.762665,0,1
1,342.468811,200,120,1,0,202.820129,275.429321,0,1
1,344.468811,200,120,1,0,202.820129,272.095978,0,1
1,346.302155,200,120,1,0,202.820129,269.040436,0,1
1,348.135498,200,120,1,0,202.820129,265.984894,0,1
1,349.968842,200,120,1,0,202.820129,262.929352,0,1
1,351.488556,200,120,1,0,202.820129,260.396515,0,1
1,353.479919,200,120,1,0,202.820129,257.077576,0,1
1,355.479919,200,120,1,0,202.820129,253.744247,0,1
1,357.479919,200,120,1,0,202.820129,250.410919,0,1
1,359.479919,200,120,1,0,202.820129,247.077591,0,1
1,361.479919,200,120,1,0,202.820129,243.744263,0,1
1,363.479919,200,120,1,0,202.820129,240.410934,0,1
1,365.479919,200,120,1,0,202.820129,237.077606,0,1
1,367.479919,200,120,1,0,202.820129,233.744278,0,1
1,369.479919,200,120,1,0,202.820129,230.41095,0,1
1,371.479919,200,120,1,0,202.820129,227.077621,0,1
1,373.479919,200,120,1,0,202.820129,223.744293,0,1
1,375.479919,200,120,1,0,202.820129,220.410965,0,1
1,377.479919,200,120,1,0,202.820129,217.077637,0,1
1,379.479919,200,120,1,0,202.820129,213.744308,0,1
1,381.479919,200,120,1,0,202.820129,210.41098,0,1
1,383.479919,200,120,1,0,202.820129,207.077652,0,1
1,385.479919,200,120,1,0,202.820129,207.077652,0,0
1,387.479919,200,120,1,0,202.820129,207.077652,0,0
1,389.479919,200,120,1,0,202.820129,207.077652,0,0
1,391.479919,200,120,1,0,202.820129,207.077652,0,0
1,393.479919,200,120,1,0,202.820129,207.077652,0,0
1,395.479919,200,120,1,0,202.820129,207.077652,0,0
1,397.479919,200,120,1,0,202.820129,207.077652,0,0
1,399.479919,200,120,1,0,202.820129,207.077652,0,0
1,401.479919,200,120,1,0,202.820129,207.077652,0,0
1,403.479919,200,120,1,0,202.820129,207.077652,0,0
1,405.479919,200,120,1,0,202.820129,207.077652,0,0
1,407.479919,200,120,1,0,202.820129,207.077652,0,0
1,409.479919,200,120,1,0,202.820129,207.077652,0,0
1,411.479919,200,120,1,0,202.820129,207.077652,0,0
1,413.479919,200,120,1,0,202.820129,207.077652,0,0
1,415.479919,200,120,1,0,202.820129,207.077652,0,0
1,417.479919,200,120,1,0,202.820129,207.077652,0,0
1,419.479919,200,120,1,0,202.820129,207.077652,0,0
1,421.479919,200,120,1,0,202.820129,207.077652,0,0
1,423.479919,200,120,1,0,202.820129,207.077652,0,0
1,425.479919,200,120,1,0,202.820129,207.077652,0,0
1,427.479919,200,120,1,0,202.820129,207.077652,0,0
1,429.479919,200,120,1,0,202.820129,207.077652,0,0
1,431.479919,200,120,1,0,202.820129,207.077652,0,0
1,433.479919,200,120,1,0,202.820129,207.077652,0,0
1,435.479919,200,120,1,0,202.820129,207.077652,0,0
1,437.479919,200,120,1,0,202.820129,207.077652,0,0
1,439.479919,200,120,1,0,202.820129,207.077652,0,0
1,441.479919,200,120,1,0,202.820129,207.077652,0,0
1,443.479919,200,120,1,0,202.820129,207.077652,0,0
1,445.479919,200,120,1,0,202.820129,207.077652,0,0
1,447.479919,200,120,1,0,202.820129,207.077652,0,0
1,449.479919,200,120,1,0,202.820129,207.077652,0,0
1,451.479919,200,120,1,0,202.820129,207.077652,0,0
1,453.479919,200,120,1,0,202.820129,207.077652,0,0
1,455.479919,200,120,1,0,202.820129,207.077652,0,0
1,457.479919,200,120,1,0,202.820129,207.077652,0,0
1,459.479919,200,120,1,0,202.820129,207.077652,0,0
1,461.479919,200,120,1,0,202.820129,207.077652,0,0
1,463.479919,200,120,1,0,202.820129,207.077652,0,0
1,465.479919,200,120,1,0,202.820129,207.077652,0,0
1,467.479919,200,120,1,0,202.820129,207.077652,0,0
1,469.479919,200,120,1,0,202.820129,207.077652,0,0
1,471.479919,200,120,1,0,202.820129,207.077652,0,0
1,473.479919,200,120,1,0,202.820129,207.077652,0,0
1,475.479919,200,120,1,0,202.820129,207.077652,0,0
1,477.479919,200,120,1,0,202.820129,207.077652,0,0
1,479.479919,200,120,1,0,202.820129,207.077652,0,0
1,481.479919,200,120,1,0,202.820129,207.077652,0,0
1,483.479919,200,120,1,0,202.820129,207.077652,0,0
1,485.479919,200,120,1,0,202.820129,207.077652,0,0
1,487.479919,200,120,1,0,202.820129,207.077652,0,0
1,489.479919,200,120,1,0,202.820129,207.077652,0,0
1,491.479919,200,120,1,0,202.820129,207.077652,0,0
1,493.479919,200,120,1,0,202.820129,207.077652,0,0
1,495.479919,200,120,1,0,202.820129,207.077652,0,0
1,497.479919,200,120,1,0,202.820129,207.077652,0,0
1,499.479919,200,120,1,0,202.820129,207.077652,0,0
1,501.479919,200,120,1,0,202.820129,207.077652,0,0
1,503.479919,200,120,1,0,202.820129,207.077652,0,0
1,505.479919,200,120,1,0,202.820129,207.077652,0,0
1,507.479919,200,120,1,0,202.820129,207.077652,0,0
1,509.479919,200,120,1,0,202.820129,207.077652,0,0
1,511.479919,200,120,1,0,202.820129,207.077652,0,0
1,513.479919,200,120,1,0,202.820129,207.077652,0,0
1,515.479919,200,120,1,0,202.820129,207.077652,0,0
1,517.479919,200,120,1,0,202.820129,207.077652,0,0
1,519.479919,200,120,1,0,202.820129,207.077652,0,0
1,521.479919,200,120,1,0,202.820129,207.077652,0,0
1,523.479919,200,120,1,0,202.820129,207.077652,0,0
1,525.479919,200,120,1,0,202.820129,207.077652,0,0
1,527.479919,200,120,1,0,202.820129,207.077652,0,0
1,529.479919,200,120,1,0,202.820129,207.077652,0,0
1,531.479919,200,120,1,0,202.820129,207.077652,0,0
1,533.479919,200,120,1,0,202.820129,207.077652,0,0
1,535.479919,200,120,1,0,202.820129,207.077652,0,0
1,537.479919,200,120,1,0,202.820129,207.077652,0,0
1,539.479919,200,120,1,0,202.820129,207.077652,0,0
1,541.479919,200,120,1,0,202.820129,207.077652,0,0
1,543.479919,200,120,1,0,202.820129,207.077652,0,0
1,545.479919,200,120,1,0,202.820129,207.077652,0,0
1,547.479919,200,120,1,0,202.820129,207.077652,0,0
1,549.479919,200,120,1,0,202.820129,207.077652,0,0
1,551.479919,200,120,1,0,202.820129,207.077652,0,0
1,553.479919,200,120,1,0,202.820129,207.077652,0,0
1,555.479919,200,120,1,0,202.820129,207.077652,0,0
1,557.479919,200,120,1,0,202.820129,207.077652,0,0
1,559.479919,200,120,1,0,202.820129,207.077652,0,0
1,561.479919,200,120,1,0,202.820129,207.077652,0,0
1,563.479919,200,120,1,0,202.820129,207.077652,0,0
1,565.479919,200,120,1,0,202.820129,207.077652,0,0
1,567.479919,200,120,1,0,202.820129,207.077652,0,0
1,569.479919,200,120,1,0,202.820129,207.077652,0,0
1,571.479919,200,120,1,0,202.820129,207.077652,0,0
1,573.479919,200,132,-0.946175,0.323656,202.820129,207.077652,0,0
1,571.398315,200.712036,132,-0.946175,0.323656,206.153458,207.077652,2,0
1,569.316711,201.424072,132,-0.946175,0.323656,209.486786,207.077652,2,0
1,567.235107,202.136108,132,-0.946175,0.323656,212.820114,207.077652,2,0
1,565.153503,202.848145,132,-0.946175,0.323656,216.153442,207.077652,2,0
1,563.071899,203.560181,132,-0.946175,0.323656,219.486771,207.077652,2,0
1,560.990295,204.272217,132,-0.946175,0.323656,222.820099,207.077652,2,0
1,558.908691,204.984253,132,-0.946175,0.323656,226.153427,207.077652,2,0
1,556.827087,205.696289,132,-0.946175,0.323656,229.486755,207.077652,2,0
1,554.745483,206.408325,132,-0.946175,0.323656,232.820084,207.077652,2,0
1,552.663879,207.120361,132,-0.946175,0.323656,236.153412,207.077652,2,0
1,550.582275,207.832397,132,-0.946175,0.323656,239.48674,207.077652,2,0
1,548.500671,208.544434,132,-0.946175,0.323656,242.820068,207.077652,2,0
1,546.419067,209.25647,132,-0.946175,0.323656,246.153397,207.077652,2,0
1,544.337463,209.968506,132,-0.946175,0.323656,249.486725,207.077652,2,0
1,542.255859,210.680542,132,-0.946175,0.323656,252.820053,207.077652,2,0
1,540.174255,211.392578,132,-0.946175,0.323656,256.153381,207.077652,2,0
1,538.092651,212.104614,132,-0.946175,0.323656,259.486725,207.077652,2,0
1,536.011047,212.81665,132,-0.946175,0.323656,262.820068,207.077652,2,0
1,533.929443,213.528687,132,-0.946175,0.323656,266.153412,207.077652,2,0
1,531.847839,214.240723,132,-0.946175,0.323656,269.486755,207.077652,2,0
1,529.766235,214.952759,132,-0.946175,0.323656,272.820099,207.077652,2,0
1,527.684631,215.664795,132,-0.946175,0.323656,276.153442,207.077652,2,0
1,525.603027,216.376831,132,-0.946175,0.323656,279.486786,207.077652,2,0
1,523.521423,217.088867,132,-0.946175,0.323656,282.820129,207.077652,2,0
1,521.439819,217.800903,132,-0.946175,0.323656,286.153473,207.077652,2,0
1,519.358215,218.512939,132,-0.946175,0.323656,289.486816,207.077652,2,0
1,517.276611,219.224976,132,-0.946175,0.323656,292.82016,207.077652,2,0
1,515.195007,219.937012,132,-0.946175,0.323656,296.153503,207.077652,2,0
1,513.113403,220.649048,132,-0.946175,0.323656,299.486847,207.077652,2,0
1,511.03183,221.361084,132,-0.946175,0.323656,302.82019,207.077652,2,0
1,508.950256,222.07312,132,-0.946175,0.323656,306.153534,207.077652,2,0
1,506.868683,222.785156,132,-0.946175,0.323656,309.486877,207.077652,2,0
1,504.787109,223.497192,132,-0.946175,0.323656,312.820221,207.077652,2,0
1,502.705536,224.209229,132,-0.946175,0.323656,316.153564,207.077652,2,0
1,500.623962,224.921265,132,-0.946175,0.323656,319.486908,207.077652,2,0
1,498.542389,225.633301,132,-0.946175,0.323656,322.820251,207.077652,2,0
1,496.460815,226.345337,132,-0.946175,0.323656,326.153595,207.077652,2,0
1,494.379242,227.057373,132,-0.946175,0.323656,329.486938,207.077652,2,0
1,492.297668,227.769409,132,-0.946175,0.323656,332.820282,207.077652,2,0
1,490.216095,228.481445,132,-0.946175,0.323656,336.153625,207.077652,2,0
1,488.134521,229.193481,132,-0.946175,0.323656,339.486969,207.077652,2,0
1,486.052948,229.905518,132,-0.946175,0.323656,342.820312,207.077652,2,0
1,483.971375,230.617554,132,-0.946175,0.323656,346.153656,207.077652,2,0
